repo_name,pull_count,star_count,is_official,image_id,image_size,distro,distro_version,layers,packages,files,package_files,description
gitlab/gitlab-runner,3457755,173,false,a1ee48721b82,419742720,ubuntu,14.04,11,235,17710,15569,
kubernetes/heapster_influxdb,3450205,8,false,10eaf557026e,284539392,ubuntu,14.04,16,210,13998,11997,InfluxDB for heapster
gliderlabs/consul-server,3442126,34,false,7ef15b0d1bdb,29775872,alpine,3.4.6,4,15,994,994,
sumologic/appcollector,3400081,1,false,1060a435b234,516081664,ubuntu,14.04,11,189,14745,12863,SumoLogic Collector Image with Docker logs and stats sources
remind101/empire,3392294,4,false,0f84693df273,854851584,debian,8,24,226,30901,17772,A PaaS built on top of Amazon EC2 Container Service (ECS)
openshift/origin-pod,3381119,4,false,0932e718304f,1149952,Unknown,0,1,0,13,13,The pod infrastructure image for OpenShift 3
fluent/fluentd,3379611,109,false,d522664a24e2,40155648,alpine,3.5.2,8,23,6682,6682,Fluentd Docker image by fluent project: http://www.fluentd.org/
tutum/mysql,3352204,24,false,53cb780844a3,327558656,ubuntu,14.04,14,199,13537,12045,Base docker image to run a MySQL database server
kubernetes/fluentd-elasticsearch,3329359,18,false,6f57ef303ccc,579017216,ubuntu,14.04,13,260,39323,34849,An image that ingests Docker container log files into Elasticsearch.
weberstephanhd/bosh-workspace-deployment,3327844,1,false,b65fc9a9e052,2358001152,ubuntu,14.04,15,412,86465,39671,Ubuntu image providing bosh-workspace and cf client
prom/collectd-exporter,3302144,2,false,8853888e7b44,15192064,busybox,v1.24.2,8,1,2269,2269,
hsldevcom/digitransit-ui,3206050,1,false,6469c5863bea,1829050880,debian,8,22,376,67450,21210,Digitransit-ui is a mobile friendly user interface built to work with Digitransit platform.
konradkleine/docker-registry-frontend,3125839,143,false,7621ed3504d4,245907456,debian,8,44,147,15223,9682,Browse and modify your Docker registry in a browser.
ciscocloud/haproxy-consul,3123869,8,false,b4984564af6e,30000640,alpine,3.4.0,9,23,3805,3805,
linuxserver/plex,3109495,268,false,2c1b9338e2bb,423944192,ubuntu,16.04,10,159,12857,10951,"A Plex Media Server container, brought to you by LinuxServer.io. "
astrodigital/ad-worker,3106938,0,false,dcfc8b89bc86,1153979904,ubuntu,14.04,13,526,38227,29590,ad-worker image for Iron.io
ianblenke/avahi,3103183,1,false,59bf35f58aac,244299264,ubuntu,14.04,12,220,14255,11975,Avahi mdns bonjour zeroconf with CoreOS cloud-init
crewjam/btsync,3101881,0,false,2178ebf6f71f,280743936,ubuntu,14.04,23,209,13967,11976,
jplock/zookeeper,3094282,158,false,5ad96f672541,159446016,alpine,3.4.3,4,40,6311,6311,Builds a docker image for Zookeeper version 3.4.9
jwilder/docker-gen,3093047,71,false,109d7642e9c5,19854336,alpine,3.5.2,3,14,482,482,
telegraf,3055021,74,true,eaa1569112a2,243595776,ubuntu,14.04,9,209,14035,12028,Telegraf is an agent for collecting metrics and writing them to InfluxDB or other outputs.
microsoft/dotnet,3037740,480,false,82ba68a32f38,897544192,debian,8,6,167,27873,12155,Official images for .NET Core for Linux and Windows Server 2016 Nano Server
plugins/drone-git,3032042,1,false,781d7592abff,72111616,alpine,3.2.3,3,31,3176,3176,
fedora/apache,3029319,33,false,c786010769a8,409780224,fedora,25,5,173,13563,12825,
sendgridlabs/loggly-docker,3026254,12,false,aec3cdaf0112,10171904,alpine,3.3.1,6,26,526,526,Docker container for loggly (via rsyslog)
iojs,3015821,123,true,fdab38ea8e39,669166592,debian,8,6,376,28117,21210,io.js is an npm compatible platform originally based on node.js
runnable/heimdall,3015073,0,false,23c401d56de9,672828928,debian,8,8,375,29052,21149,Heimdall stands on the weave container network bridge to watch for any network outages to Runnable.
sttts/registrator,3006957,0,false,080aa46412c2,22006784,buildroot,2014.02,14,0,378,378,
centurylink/wordpress,3006830,12,false,5e972b73894a,540289024,ubuntu,14.04,26,280,20442,15830,Wordpress image with MySQL removed. 
ubuntu-debootstrap,2991622,30,true,898cb62b7368,92812288,ubuntu,14.04,2,109,8177,7441,"debootstrap --variant=minbase --components=main,universe --include=inetutils-ping,iproute2 <suite> /"
jupyter/jupyterhub,2989606,76,false,b55a5f52a57e,786554880,debian,8,7,296,42247,20332,JupyterHub images have moved to jupyterhub/jupyterhub as of 0.6 (April 2016)
phpmyadmin/phpmyadmin,2981195,285,false,3dee224cadd3,108082688,alpine,3.5.2,6,62,8770,8770,A web interface for MySQL and MariaDB.
iron/go,2979795,8,false,c05f82fa066a,11136512,alpine,3.3.0,2,13,988,988,Tiny Docker image for Go. 
andyshinn/dnsmasq,2976801,88,false,41231314cbf4,5412864,alpine,3.4.6,2,12,462,462,"My dnsmasq brings all the boys to the yard, and they're like, it's smaller than yours!"
flynn/slugrunner,2968413,2,false,437b3f2062f7,935627776,ubuntu,14.04,7,623,43220,37085,
cloudfoundry/cflinuxfs2,2931973,7,false,51175ad69cc7,905929728,ubuntu,14.04,1,583,26160,18809,
ekesken/prom-cadvisor-exporter,2921660,0,false,6328aaacc54c,62779904,alpine,3.2.3,10,40,3178,3178,A temporary image till https://github.com/google/cadvisor/pull/1023 is merged into official image.
pebbletech/spacel-agent,2921128,1,false,0a22bf6de275,222590464,debian,8,4,142,13998,9329,Space Elevator Agent
crewjam/postgres,2879686,0,false,c400edbca6ab,324326400,ubuntu,14.04,16,217,15227,12476,
ufora/build,2877267,1,false,d2b42d38b93f,2322956288,ubuntu,14.04,18,566,71966,48957,Ufora Build Environment
jruby,2870983,54,true,1b10622cdd85,370533888,debian,8,12,169,14028,10433,JRuby (http://www.jruby.org) is an implementation of Ruby (http://www.ruby-lang.org) on the JVM.
openwhere/clavin,2869558,0,false,12743469ad50,3454960640,centos,6,31,154,19816,19014,
concourse/concourse,2868148,16,false,65b7dc8ee6c2,443725824,ubuntu,16.04,8,105,9044,7694,Docker image for Concourse CI
mesosphere/etcd-mesos,2864104,0,false,b29389aeb8fe,208147968,debian,8,16,104,8245,7529,etcd framework for mesos
thingswise/dcd-docker,2859758,0,false,ac7e7a6f59e8,25963520,buildroot,2014.02,10,0,367,367,Distributed configuration daemon
drupal,2859349,349,true,9366c7914236,465405952,debian,8,17,184,31653,13005,Drupal is an open source content management platform powering millions of websites and applications.
redmine,2855027,388,true,f5bfeef7b6e5,662261760,debian,8,15,230,30320,15468,Redmine is a flexible project management web application written using Ruby on Rails framework
minimum2scp/squid,2845279,11,false,9efe8afd7966,341287936,debian,9,5,185,17747,15120,squid3 cache service container running on debian sid amd64
drud/watchtower,2818826,3,false,1297fca25cf8,207236608,ubuntu,14.04,5,184,12868,11540,
cloudwalk/fleet-browser,2811412,2,false,2cbf333b14eb,62530048,alpine,3.1.4,6,26,5336,5336,Fleet API web GUI + scheduled units.
django,2803376,531,true,eb40dcf64078,452372992,debian,8,6,180,22849,12358,"Django is a free web application framework, written in Python."
minimum2scp/apt-cacher-ng,2795273,3,false,edb9482b6b43,297976832,debian,9,5,175,15278,12678,APT cache service (apt-cacher-ng) container running on debian sid amd64
jtarchie/pr,2782868,1,false,d5ce098264f0,94536192,alpine,3.5.2,5,32,7058,7058,Provides a pull request resource for concourse CI.
martin/docker-cleanup-volumes,2768673,62,false,8c41df286c03,22756864,alpine,3.2.3,3,21,1038,1038,Delete orphaned docker volumes
unwornmoon/guestbook,2763662,0,false,ef5be4de7103,12708352,busybox,v1.21.1,11,1,262,262,
ceph/daemon,2763216,37,false,c8c9e6efd2ea,1117797376,ubuntu,16.04,15,250,17201,13319,Image containing all the Ceph daemons
cftoolsmiths/network-check,2757391,0,false,17664f8bacf0,869418496,ubuntu,16.04,10,408,56090,24657,
openshift/origin-metrics-heapster,2749478,0,false,c80936fbca5a,1062998016,centos,7,5,190,23767,23321,
lmenezes/elasticsearch-kopf,2728516,13,false,2bbbf25fc0c4,192138240,debian,8,20,148,12032,9316,elasticsearch kopf
mywebgrocer/logstash,2720486,0,false,47054a833d01,481693696,debian,8,15,174,23663,21748,Updated Logstash 5.0.1 container which contains optional filter plugins.
tutum/centos,2714503,24,false,99a633ad346f,305163264,centos,7,12,149,10669,10547,Simple CentOS docker image with SSH access
selenium/standalone-firefox,2693199,55,false,a0470b5e1c20,659261440,ubuntu,16.04,19,279,28061,24220,
thingswise/java-docker,2678471,0,false,8ddf03647c51,659802112,debian,8,22,310,21911,17451,Java + dcd
bradrydzewski/base,2650306,0,false,fd74e11c1b8e,3621496320,ubuntu,12.04,15,1085,121370,85788,
influxdb,2637115,234,true,61a53f6a13f2,230759936,debian,8,6,131,9553,8160,"InfluxDB is an open source time series database for recording metrics, events, and analytics."
anchorfree/nginx,2620681,0,false,481f51b901d8,407807488,centos,7,6,190,13833,13419,
tenstartups/ambassador,2606308,2,false,234f82f83a0b,273564672,alpine,3.5.0,9,66,15896,15896,A minimal docker image with a concrete implementation of the ambassador linking pattern
oraclelinux,2567433,310,true,f6a4b5a3a7c7,233593856,ol,7.3,1,188,11877,11769,Oracle Linux is an open-source operating system suitable for general purpose or Oracle workloads.
stacksware/collector,2535428,0,false,6d74e3fba2f9,906083840,ubuntu,12.04,48,399,30049,22292,Information-gathering container for StacksWare Internal Monitor
kubernetes/kube2sky,2519028,5,false,a628056930e2,7750656,Unknown,0,5,0,14,14,
stacksware/registrar,2515716,0,false,386ee4b0bc41,1078713344,ubuntu,12.04,52,424,54208,25684,Registration container for StacksWare Internal Monitor
wernight/phantomjs,2503713,40,false,468639f9cc50,238621696,debian,8,3,126,9538,8179,PhantomJS 2 is a headless WebKit scriptable (browser) with a JavaScript API
transceptortechnology/ossnmpprobe,2479988,0,false,24edb91781f6,232731648,ubuntu,16.04,9,121,11458,9326,
oddrationale/docker-shadowsocks,2450893,146,false,ce8e17cf00cc,448561664,ubuntu,16.04,7,186,18980,16384,shadowsocks Docker image
taskcluster/taskcluster-proxy,2411962,0,false,dcf42451e14f,6905344,Unknown,0,2,0,16,16,
diamanti/periscope,2410395,1,false,a1ebd3045f0c,649504768,centos,7,8,143,60608,60532,Periscope UI Build
mesoscloud/chronos,2399548,14,false,87572b9b20d4,550352384,centos,7,4,219,15737,15094,Chronos
kontena/haproxy,2399305,0,false,b16b1c177f08,382445056,ubuntu,14.04,12,239,24181,18640,
carsondarling/docker-route53-presence,2390808,1,false,74e1bc03d506,183900160,debian,8,4,134,12402,9767,Register an EC2 instance with Route53
atcol/docker-registry-ui,2363815,90,false,70afde47f522,914798080,ubuntu,14.04,25,444,32032,19267,"A web UI for easy private/local Docker Registry integration. Allows you to browse, delete and search for images through one-to-many registries. Formally docker-registry-web."
asimpson/ecs-cloudwatch-logs,2337861,0,false,79a4d370a098,418234880,ubuntu,14.04,17,275,24767,18476,Container to Cloudwatch Logs
percona,2325274,240,true,6ec781fc214c,360771072,debian,8,11,138,9858,8415,Percona Server is a fork of the MySQL relational database management system created by Percona.
operable/cog,2319201,7,false,73ff3e6c5cb3,212947968,alpine,3.4.4,22,34,13689,13689,Industrial strength ChatOps platform
google/guestbook-python-redis,2316269,0,false,a5afb07e243d,393018880,debian,7,8,141,19499,16713,A simple guestbook example written in Python.  It works against a redis backend.
wurstmeister/zookeeper,2303371,27,false,351aa00d2fe9,495828992,ubuntu,14.04,20,280,24456,18546,
pcfseceng/email-resource,2301143,1,false,a4af3bfffbdc,13379072,buildroot,2014.02,10,0,373,373,
vimagick/shadowsocks-libev,2300420,60,false,e67d7ab0b056,12121088,alpine,3.5.2,2,16,489,489,A lightweight secured socks5 proxy for embedded devices and low end boxes.
18fgsa/docker-elasticsearch-kubernetes-auth,2287408,0,false,115ea7ddde12,149363712,alpine,3.4.0,34,36,1760,1760,
amazon/amazon-ecs-sample,2279685,9,false,48c95c05aedf,264882688,ubuntu,12.04,16,186,13250,11396,
buildpack-deps,2277415,277,true,31b16be4dcdf,632503296,debian,8,4,376,25551,21210,"A collection of common build dependencies used for installing various modules, e.g., gems."
transceptortechnology/osnetworkprobe,2270146,0,false,278e3be5b2a4,338779648,ubuntu,15.04,9,198,15997,11777,
acaleph/consul-alerts,2267523,2,false,5c8455f2cff1,77614080,alpine,3.5.0,2,17,3837,3837,
transceptortechnology/osagentcore,2260989,0,false,13c2f5811d2f,333153792,ubuntu,16.04,9,161,14500,12084,
stacksware/collector_staging,2257660,0,false,737cd3afe550,1117985280,ubuntu,12.04,49,485,38464,30001,Staging collector container for StacksWare Internal Monitor
making/blog-m2,2229522,0,false,1d2666dba506,295204864,Unknown,0,1,0,8321,8321,
sonarqube,2226435,480,true,752d427d3de6,786248192,debian,8,10,313,22273,17565,SonarQube is an open source platform for continuous inspection of code quality.
klaemo/couchdb,2222410,93,false,5dfcae9f74f2,441499136,debian,8,10,265,18041,14005,Official Apache CouchDB Docker image
linuxserver/plexpy,2211464,85,false,ed9bbf15457c,136135168,alpine,3.5.2,5,62,10502,10502,"A PlexPy container, brought to you by LinuxServer.io. "
pebbletech/docker-aws-cli,2179749,2,false,622fb1c1a104,81182720,alpine,3.4.0,2,22,8404,8404,A simple docker that allows you to pass through aws-cli commands
pebbletech/nginx-proxy,2174192,1,false,7df31a1ab082,256024064,debian,8,14,151,11397,9891,nginx-proxy sets up a container running nginx and docker-gen.
stacksware/registrar_staging,2172014,0,false,61ba941b921c,1118434816,ubuntu,12.04,52,436,54792,26041,Staging registration container for StacksWare Internal Monitor
transceptortechnology/oswmicprobe,2170886,0,false,144266f3874b,336785408,ubuntu,16.04,10,187,15469,11358,Oversight WMI probe
transceptortechnology/osnetappprobe,2170251,0,false,9b2f021d25c6,339345920,ubuntu,15.04,9,197,16017,11799,
resin/rpi-raspbian,2166898,262,false,67498cc30ba9,123904512,raspbian,8,8,122,9081,7689,Base image for the Raspberry Pi. Contains both wheezy(stable) and jessie(testing) tags. As this is a base image there is no Dockerfile from which it was created. 
transceptortechnology/osvmwareprobe,2165105,0,false,6f40b2fdbea7,231141376,ubuntu,16.04,9,121,11039,8907,
weaveworks/plugin,2159648,1,false,f7aae1a6426a,130319360,alpine,3.4.6,11,47,4198,4198,Docker Networking plugin for Weave Net
tenstartups/postgresql,2156522,1,false,207d7d69b25e,363855872,alpine,3.5.2,15,65,20555,20555,
rails,2142486,666,true,660f41442a27,864547840,debian,8,11,386,32925,21774,Rails is an open-source web application framework written in Ruby.
cfcommunity/script-resource,2137547,0,false,371de4bcd415,13053440,alpine,3.3.3,5,21,3779,3779,
orchardup/postgresql,2130590,32,false,b1cfd05606c1,505674752,ubuntu,14.04,19,341,24289,19687,https://github.com/orchardup/docker-postgresql
jetstack/kube-lego,2125308,5,false,300fcce77350,60918272,Unknown,0,3,0,17,17,Kube-Lego automatically requests certificates for Kubernetes Ingress resources from Let's Encrypt
meteorhacks/meteord,2118540,119,false,1e4f4c4a21d3,342211072,debian,7,4,178,11873,7906,MeteorD - Docker Runtime for Meteor Apps for Production Deployments
cfcommunity/postgresql,2114837,0,false,85751ddf912d,493601280,ubuntu,14.04,10,295,24911,20212,https://github.com/cloudfoundry-community/postgresql-docker-boshrelease
phusion/baseimage,2112669,1262,false,b6b482650b50,258174976,ubuntu,16.04,12,201,13672,10810,"Ubuntu, plus modifications for Docker-friendliness, and solves the PID 1 zombie reaping problem"
weaveworks/weave-npc,2111877,1,false,ea905a03c848,58650624,alpine,3.4.6,4,21,639,639,
google/cloud-sdk,2109597,105,false,a1e753da8f5b,1173044736,debian,8,10,201,38555,12117,Google Cloud SDKbundle with all components and dependencies 
openshift/origin-logging-elasticsearch,2104219,0,false,9e00ed491e33,434117632,centos,7,10,154,11767,11535,
teamidefix/buildpacks-pipeline,2083549,0,false,d03aa891c417,1001917440,debian,8,11,415,36587,28039,
hypriot/rpi-whoami,2078342,9,false,4eb03ae50d65,3220992,Unknown,0,1,0,13,13,https://github.com/hypriot/rpi-whoami
scrapinghub/scrapinghub-stack-hworker,2052683,0,false,5da65d4a2af1,827269632,ubuntu,12.04,20,287,38268,21499,
alterway/keepalived,2051150,11,false,6f874de27c31,143921664,debian,8,5,117,8642,7844,Keepalived manage virtual ip between servers.
jetty,2048935,177,true,3daf7c929350,327985664,debian,8,14,166,11211,9186,Jetty provides a Web server and javax.servlet container.
bitnami/mariadb,2030884,30,false,091cfd8f71b0,583826944,debian,8,23,109,24261,5524,Bitnami MariaDB Docker Image
pypy,2029345,93,true,022bf5faac23,756654080,debian,8,6,384,29525,21595,"PyPy is a fast, compliant alternative implementation of the Python language."
dronedeploy/sensu-client,2021635,1,false,1ac503dde6eb,471828992,debian,8,9,198,23062,20608,sensu client docker image
yieldr/aws-vpc-hosts-daemon,2014285,0,false,5d304a8488e2,10772992,Unknown,0,1,0,13,13,
graylog2/allinone,2009608,83,false,37344ed703dc,893725184,ubuntu,14.04,25,240,30964,28504,"Graylog 1.x full stack installation - maintained by Graylog, Inc."
pluralsight/logspout-logstash-tcp,2009545,0,false,c7943c2e139c,28680192,alpine,3.1.4,5,15,1036,1036,
maulc/docker-logentries,2007842,0,false,21886fab5925,47535616,alpine,3.3.3,8,18,6546,6546,"Forward all your logs to Logentries, like a breeze."
dockito/vault,2000671,0,false,e699d13aa9b4,34637312,alpine,3.4.3,6,13,3997,3997,
flynn/discoverd,1995939,0,false,c908e1ff6e9f,14150656,busybox,v1.20.2,6,1,257,257,discoverd on busybox
cedbossneo/kubernetes-reverseproxy,1980072,0,false,b610106becc9,305141248,ubuntu,14.04,16,249,17191,14105,
centurylink/haproxy-etcd,1949146,2,false,7ce036210c4b,436588544,ubuntu,14.04,25,304,26036,22443,
microsoft/vsts-agent,1945834,24,false,9b778bb59da5,1474516480,ubuntu,16.04,15,476,48071,24003,Official images for the Visual Studio Team Services (VSTS) agent.
hypriot/rpi-busybox-httpd,1934492,30,false,fbd9685c5ffc,2194944,busybox,0,4,1,28,28,Raspberry Pi compatible Docker Image with a minimal `Busybox httpd` web server.
